"angiosarcoma"
"pterygium"
"Baraitser-Winter syndrome"
"Bruck syndrome"
"cardiofaciocutaneous syndrome"
"Carpenter syndrome"
"3-M syndrome"
"Mast syndrome"
"Smith-McCort dysplasia"
"scoliosis"
"scapuloperoneal myopathy"
"renal-hepatic-pancreatic dysplasia"
"congenital ptosis"
"parietal foramina"
"cornea plana"
"omodysplasia"
"adenoid hypertrophy"
"angular cheilitis"
"tracheomalacia"
"lung abscess"
"cardiac arrest"
"mastoiditis"
"myelomeningocele"
"anal fistula"
"Rapp-Hodgkin syndrome"
"CEDNIK syndrome"
"ciliopathy"
"hypoparathyroidism-retardation-dysmorphism syndrome"
"Stormorken syndrome"
"Vici syndrome"
"Sakati-Nyhan syndrome"
"acrofacial dysostosis"
"Chilblain lupus"
"Cole-Carpenter syndrome"
"Desbuquois dysplasia"
"Feingold syndrome"
"gingival fibromatosis"
"humeroradial synostosis"
"Kindler syndrome"
"Kabuki syndrome"
"myoclonic-atonic epilepsy"
"Goldberg-Shprintzen syndrome"
"oculoauricular syndrome"
"MEDNIK syndrome"
"Mowat-Wilson syndrome"
"Perry syndrome"
"Pitt-Hopkins syndrome"
"SPOAN syndrome"
"shellfish allergy"
"respiratory allergy"
"drug allergy"
"metal allergy"
"fruit allergy"
"apricot allergy"
"cherry allergy"
"tomato allergy"
"fish allergy"
"zebrafish allergy"
"beta-lactam allergy"
"crustacean allergy"
"crab allergy"
"snail allergy"
"latex allergy"
"hepatoid adenocarcinoma"
"purpura fulminans"
"Barber-Say syndrome"
"Char syndrome"
"spinal disease"
"Ritscher-Schinzel syndrome"
"Holzgreve-Wagner-Rehder Syndrome"
"cardiac tuberculosis"
"Yunis-Varon syndrome"
"Nance-Horan syndrome"
"ankyloglossia"
"ulnar-mammary syndrome"
"endocrine-cerebro-osteodysplasia syndrome"
"chondrodysplasia-pseudohermaphroditism syndrome"
"congenital chylothorax"
"anencephaly"
"Brunner Syndrome"
"hyperekplexia 2"
"hyperekplexia 3"
"hand-foot-genital syndrome"
"sclerosteosis 2"
"restrictive dermopathy"
"congenital diarrhea"
"EEC syndrome"
"MEHMO syndrome"
"Prieto syndrome"
"Wilson-Turner syndrome"
"Wieacker-Wolff syndrome"
"Norrie disease"
"osteoporosis-pseudoglioma syndrome"
"annular pancreas"
"Pierson syndrome"
"Potocki-Lupski syndrome"
"septooptic dysplasia"
"hypotonia-cystinuria syndrome"
"macrocephaly-autism syndrome"
"primary hypomagnesemia"
"Norman-Roberts syndrome"
"craniosynostosis 7"
"otosclerosis 1"
"otosclerosis 2"
"otosclerosis 3"
"otosclerosis 4"
"otosclerosis 7"
"otosclerosis 8"
"otosclerosis 10"
"otosclerosis 11"
"dystonia 30"
"dystonia 31"
"dystonia 32"
"dystonia 33"
"ZTTK syndrome"
"hypotrichosis 15"
"galactosemia 4"
"craniosynostosis 6"
"craniosynostosis 2"
"craniosynostosis 1"
"craniosynostosis 3"
"craniosynostosis 4"
"blastoma"
"myeloid neoplasm"
"Revesz syndrome"
"NESCAV syndrome"
"Schuurs-Hoeijmakers Syndrome"
"GAND syndrome"
"Arboleda-Tham syndrome"
"White-Sutton syndrome"
"schizophrenia 1"
"schizophrenia 2"
"schizophrenia 3"
"schizophrenia 4"
"schizophrenia 5"
"schizophrenia 6"
"schizophrenia 7"
"schizophrenia 8"
"schizophrenia 9"
"schizophrenia 10"
"schizophrenia 11"
"schizophrenia 12"
"schizophrenia 13"
"schizophrenia 14"
"schizophrenia 15"
"schizophrenia 16"
"schizophrenia 18"
"primary microcephaly"
"craniolenticulosutural dysplasia"
"oligoasthenoteratozoospermia"
"wet beriberi"
"miliaria profunda"
"miliaria crystallina"
"spitzoid melanoma"
"vegetable allergy"
"celery allergy"
"cataract 47"
"cataract 48"
"bradyopsia 1"
"bradyopsia 2"
"Hengel-Maroofian-Schols syndrome"
"Luo-Schoch-Yamamoto syndrome"
"acrocardiofacial syndrome"
"Zaki syndrome"
"schwannomatosis 1"
"schwannomatosis 2"
"spinal neurofibromatosis"
"Watson syndrome"
"Mitchell syndrome"
"PLACK syndrome"
"Sifrim-Hitz-Weiss syndrome"
"Halperin-Birk syndrome"
"Fanconi-Bickel syndrome"
"glucose-galactose malabsorption"
"physical disorder"
"spina bifida"
"dysbaric osteonecrosis"
"metaphyseal dysplasia"
"spondyloepimetaphyseal dysplasia"
"craniodiaphyseal dysplasia"
"Worth syndrome"
"pycnodysostosis"
"axial osteomalacia"
"hypochondroplasia"
"Stickler syndrome"
"pseudoachondroplasia"
"acromesomelic dysplasia"
"intestinal pseudo-obstruction"
"lymphoblastic lymphoma"
"lupus nephritis"
"bladder exstrophy"
"cloacal exstrophy"
"PHARC syndrome"
"Carey-Fineman-Ziter syndrome"
"CAKUT"
"CAKUT1"
"CAKUT2"
"Clark-Baraitser syndrome"
"schizophrenia 19"
"myofibrillar myopathy"
"malignant pheochromocytoma"
"CLOVES syndrome"
"IgG4-related disease"
"gastroesophageal adenocarcinoma"
"Dravet syndrome"
"psoriasis 2"
"mucolipidosis"
"PAPA syndrome"
"bronchiectasis 1"
"bronchiectasis 2"
"bronchiectasis 3"
"dedifferentiated liposarcoma"
"Sweeney-Cox syndrome"
"PEHO syndrome"
"Naxos disease"
"polygenic disease"
"digenic disease"
"hyperekplexia 4"
"hypotrichosis 14"
"agammaglobulinemia 5"
"B-lymphoblastic leukemia/lymphoma"
"Elsahy-Waters syndrome"
"Fazio-Londe disease"
"nanophthalmos"
"isolated microphthalmia"
"urolithiasis"
"hypophosphatemic nephrolithiasis/osteoporosis"
"warfarin resistance"
"warfarin sensitivity"
"Galloway-Mowat syndrome"
"prothrombin thrombophilia"
"medulloblastoma non-WNT/non-SHH"
"Kenny-Caffey syndrome"
"BASAN syndrome"
"Libman-Sacks endocarditis"
"autoimmune cholangitis"
"transverse myelitis"
"polymyositis"
"Sweet syndrome"
"chronic urticaria"
"erythema nodosum"
"atrophoderma vermiculata"
"pyridoxine-dependent epilepsy"
"beta-thalassemia major"
"beta-thalassemia intermedia"
"delta beta-thalassemia"
"plasmablastic lymphoma"
"chronic asthma"
"acute asthma"
"intermittent asthma"
"T2-high asthma"
"T2-low asthma"
"exercise-induced bronchoconstriction"
"near-fatal asthma"
"nocturnal asthma"
"acquired laryngomalacia"
"TORCH syndrome"
"intracranial meningioma"
"supratentorial meningioma"
"omodysplasia 1"
"omodysplasia 2"
"pemphigus foliaceus"
"paraneoplastic pemphigus"
"Parkinsonism"
"vascular Parkinsonism"
"IDH-wildtype glioblastoma"
"Bainbridge-Ropers syndrome"
"cerebellofaciodental syndrome"
"cerebrooculofacioskeletal syndrome"
"histiocytic sarcoma"
"erythroleukemia"
"polymicrogyria"
"dialysis-related amyloidosis"
"wild-type amyloidosis"
"acquired angioedema"
"anauxetic dysplasia"
"AMED syndrome"
"rhabdomyolysis-myalgia syndrome"
"autoimmune epilepsy"
"parsley allergy"
"dill allergy"
"critical COVID-19"
"Tukel syndrome"
"frontonasal dysplasia"
"obsolete diabetes"
"DICER1 syndrome"
"Marsili syndrome"
"Rafiq syndrome"
"DeSanto-Shinawi syndrome"
"mandibuloacral dysplasia"
"agammaglobulinemia 2"
"agammaglobulinemia 1"
"agammaglobulinemia 3"
"agammaglobulinemia 6"
"agammaglobulinemia 7"
"agammaglobulinemia 8A"
"agammaglobulinemia 9"
"agammaglobulinemia 10"
"agammaglobulinemia 8B"
"acromesomelic dysplasia-3"
"injection anthrax"
"pituitary blastoma"
"dedifferentiated chondrosarcoma"
"CIC-rearranged sarcoma"
"angiocentric glioma"
"graft-versus-host disease"
"Sandestig-Stefanova syndrome"
"Siddiqi syndrome"
"pituicytoma"
"Antley-Bixler syndrome"
"oculopharyngodistal myopathy"
"lymphomatoid granulomatosis"
"extraventricular neurocytoma"
"progeroid syndrome"
"Wiedemann-Rautenstrauch syndrome"
"Becker disease"
"Thomsen disease"
"congenital myopathy"
"Pierpont syndrome"
"LADD syndrome"
"ataxia-telangiectasia-like disorder-2"
"Caroli syndrome"
"Harel-Yoon syndrome"
"Vissers-Bodmer syndrome"
"holoprosencephaly 12"
"microcephaly-micromelia syndrome"
"CINCA Syndrome"
"myoclonic dystonia"
"dystonia 27"
"X-linked dystonia-parkinsonism"
"Fanconi-like syndrome"
"hypogonadotropic hypogonadism"
"Nasu-Hakola disease"
"RIDDLE syndrome"
"Carvajal syndrome"
"achromatopsia 2"
"achromatopsia 3"
"achromatopsia 7"
"achromatopsia 4"
"cataract 29"
"cataract 27"
"cataract 42"
"cataract 18"
"cataract 41"
"cataract 28"
"cataract 38"
"cataract 36"
"cataract 30"
"cataract 37"
"cataract 25"
"cataract 24"
"cataract 43"
"cataract 7"
"cataract 35"
"cataract 45"
"cataract 33"
"cataract 44"
"cataract 23"
"cataract 40"
"Stromme syndrome"
"hypotrichosis 1"
"hypotrichosis 2"
"hypotrichosis 3"
"hypotrichosis 4"
"hypotrichosis 5"
"hypotrichosis 6"
"hypotrichosis 7"
"hypotrichosis 8"
"hypotrichosis 9"
"hypotrichosis 10"
"hypotrichosis 11"
"hypotrichosis 12"
"hypotrichosis 13"
"holoprosencephaly 2"
"holoprosencephaly 9"
"holoprosencephaly 6"
"holoprosencephaly 3"
"holoprosencephaly 7"
"holoprosencephaly 11"
"holoprosencephaly 8"
"holoprosencephaly 4"
"holoprosencephaly 1"
"adult hypophosphatasia"
"infantile hypophosphatasia"
"Ballard syndrome"
"Mononen-Karnes-Senac syndrome"
"Sugarman brachydactyly"
"CADASIL 2"
"Scott syndrome"
"nephronophthisis 1"
"nephronophthisis 2"
"nephronophthisis 3"
"nephronophthisis 4"
"nephronophthisis 7"
"nephronophthisis 11"
"nephronophthisis 12"
"nephronophthisis 9"
"nephronophthisis 13"
"nephronophthisis 14"
"nephronophthisis 15"
"nephronophthisis 16"
"nephronophthisis 18"
"nephronophthisis 19"
"nephronophthisis 20"
"Castleman disease"
"SADDAN"
"cerebrocostomandibular syndrome"
"McKusick-Kaufman syndrome"
"pentosuria"
"Ruijs-Aalfs syndrome"
"geroderma osteodysplasticum"
"Oliver-McFarlane syndrome"
"CODAS syndrome"
"psoriasis 7"
"psoriasis 4"
"psoriasis 15"
"psoriasis 5"
"psoriasis 3"
"psoriasis 9"
"psoriasis 11"
"psoriasis 1"
"psoriasis 13"
"psoriasis 8"
"psoriasis 10"
"psoriasis 6"
"psoriasis 12"
"Jackson-Weiss syndrome"
"Laurin-Sandrow syndrome"
"adermatoglyphia"
"Floating-Harbor syndrome"
"hawkinsinuria"
"hyperalphalipoproteinemia 1"
"isolated hyperchlorhidrosis"
"IVIC syndrome"
"ischiocoxopodopatellar syndrome"
"X-linked hypoparathyroidism"
"mucopolysaccharidosis Ih/s"
"mucopolysaccharidosis IVA"
"Jalili syndrome"
"trichohepatoenteric syndrome"
"SHORT syndrome"
"Marshall syndrome"
"metachondromatosis"
"metatropic dysplasia"
"Naegeli-Franceschetti-Jadassohn syndrome"
"osteoglophonic dysplasia"
"Buschke-Ollendorff syndrome"
"parastremmatic dwarfism"
"Guttmacher syndrome"
"Currarino syndrome"
"scalp-ear-nipple syndrome"
"Alkuraya-Kucinskas syndrome"
"trichodontoosseous syndrome"
"Gillespie syndrome"
"C syndrome"
"Greenberg dysplasia"
"COACH syndrome"
"Cohen syndrome"
"Freeman-Sheldon syndrome"
"Temtamy syndrome"
"dihydropyrimidinase deficiency"
"Schopf-Schulz-Passarge syndrome"
"enterokinase deficiency"
"Kohlschutter-Tonz syndrome"
"Saul-Wilson syndrome"
"neurooculocardiogenitourinary syndrome"
"essential fructosuria"
"neurofibromatosis-Noonan syndrome"
"Potocki-Shaffer syndrome"
"familial hypertryptophanemia"
"oculoectodermal syndrome"
"Kagami-Ogata syndrome"
"Temple syndrome"
"Mulchandani-Bhoj-Conlin syndrome"
"Schaaf-Yang syndrome"
"congenital symblepharon"
"geleophysic dysplasia"
"Eiken syndrome"
"aminoglycoside-induced deafness"
"X-linked panhypopituitarism"
"TARP syndrome"
"Waisman syndrome"
"frontometaphyseal dysplasia"
"Melnick-Needles syndrome"
"zygodactyly 1"
"CHILD syndrome"
"Abruzzo-Erickson syndrome"
"Basilicata-Akhtar syndrome"
"Shukla-Vernon syndrome"
"Keipert syndrome"
"Paganini-Miozzo syndrome"
"Mullegama-Klein-Martinez syndrome"
"AMME complex"
"Meester-Loeys syndrome"
"MEND syndrome"
"nonphotosensitive trichothiodystrophy"
"MLS syndrome"
"CK syndrome"
"immunodeficiency 16"
"immunodeficiency 14"
"immunodeficiency 22"
"immunodeficiency 24"
"immunodeficiency 37"
"immunodeficiency 42"
"immunodeficiency 20"
"immunodeficiency 48"
"immunodeficiency 31B"
"immunodeficiency 31A"
"immunodeficiency 31C"
"immunodeficiency 21"
"immunodeficiency 46"
"immunodeficiency 36"
"immunodeficiency 40"
"immunodeficiency 57"
"immunodeficiency 23"
"immunodeficiency 60"
"immunodeficiency 27A"
"immunodeficiency 27B"
"immunodeficiency 11A"
"immunodeficiency 11B"
"immunodeficiency 15B"
"immunodeficiency 15A"
"immunodeficiency 26"
"immunodeficiency 54"
"immunodeficiency 41"
"immunodeficiency 39"
"immunodeficiency 10"
"immunodeficiency 18"
"immunodeficiency 19"
"immunodeficiency 17"
"immunodeficiency 59"
"immunodeficiency 9"
"immunodeficiency 65"
"immunodeficiency 49"
"immunodeficiency 43"
"immunodeficiency 56"
"immunodeficiency 52"
"immunodeficiency 58"
"immunodeficiency 32B"
"immunodeficiency 32A"
"immunodeficiency 13"
"immunodeficiency 12"
"immunodeficiency 35"
"immunodeficiency 30"
"immunodeficiency 62"
"immunodeficiency 55"
"immunodeficiency 28"
"immunodeficiency 51"
"immunodeficiency 66"
"immunodeficiency 61"
"immunodeficiency 34"
"immunodeficiency 50"
"immunodeficiency 47"
"immunodeficiency 33"
"immunodeficiency 71"
"congenital megabladder"
"immunodeficiency 72"
"Tonne-Kalscheuer syndrome"
"Raynaud-Claes syndrome"
"McLeod syndrome"
"HRPT-related hyperuricemia"
"CHIME syndrome"
"Mayer-Rokitansky-Kuster-Hauser syndrome"
"urocanase deficiency"
"tetraamelia syndrome"
"Filippi syndrome"
"spondyloperipheral dysplasia"
"tubulinopathy"
"lissencephaly 10"
"lissencephaly 5"
"lissencephaly 3"
"lissencephaly 8"
"microlissencephaly"
"lissencephaly 4"
"lissencephaly 6"
"GAPO syndrome"
"hydroxykynureninuria"
"Woodhouse-Sakati syndrome"
"iminoglycinuria"
"immunodeficiency 79"
"Mahvash Disease"
"sarcosinemia"
"Kanzaki disease"
"Tatton-Brown-Rahman syndrome"
"muscular dystrophy-dystroglycanopathy"
"KINSSHIP syndrome"
"thyroid lymphoma"
"tabes dorsalis"
"hyperlucent lung"
"asymptomatic neurosyphilis"
"endometrial disease"
"syphilitic encephalitis"
"gastric leiomyoma"
"intracranial abscess"
"pigmentation disease"
"venous insufficiency"
"psychologic vaginismus"
"xerophthalmia"
"optic papillitis"
"endobronchial lipoma"
"pleomorphic lipoma"
"chondroid lipoma"
"borderline leprosy"
"leprosy"
"thalassemia"
"tuberculoid leprosy"
"prostate lymphoma"
"monocular esotropia"
"parotitis"
"pneumoconiosis"
"baritosis"
"byssinosis"
"anthracosilicosis"
"Caplan's syndrome"
"slate pneumoconiosis"
"chronic meningitis"
"blepharophimosis"
"epididymis adenocarcinoma"
"strabismic amblyopia"
"refractive amblyopia"
"deprivation amblyopia"
"amyotrophic neuralgia"
"acute pericementitis"
"Klippel-Feil syndrome"
"Mooren's ulcer"
"hypopyon ulcer"
"hypopyon"
"tonsillitis"
"common cold"
"diaphragm disease"
"esophageal atresia"
"intestinal atresia"
"Hirschsprung's disease"
"orbital granuloma"
"double pterygium"
"conjunctival pterygium"
"pylorus cancer"
"late yaws"
"osteomalacia"
"leukodystrophy"
"Krabbe disease"
"intellectual disability"
"Charcot-Marie-Tooth disease"
"pleural tuberculosis"
"obsolete steatorrhea"
"glucose intolerance"
"lactose intolerance"
"tropical sprue"
"rickets"
"protein-losing enteropathy"
"allergic urticaria"
"acute cervicitis"
"Fanconi syndrome"
"microphthalmia"
"interstitial nephritis"
"Alzheimer's disease"
"colonic lymphangioma"
"mediastinum neuroblastoma"
"mastitis"
"chronic endophthalmitis"
"paragonimiasis"
"giardiasis"
"petrositis"
"portal hypertension"
"hypertension"
"bubonic plague"
"septic myocarditis"
"primary polycythemia"
"methemoglobinemia"
"setariasis"
"frontal sinusitis"
"mansonelliasis"
"tibialis tendinitis"
"duodenum adenocarcinoma"
"sexual sadism"
"dirofilariasis"
"malignant hypertension"
"Japanese encephalitis"
"Edwards syndrome"
"herpangina"
"lepromatous leprosy"
"hydrocephalus"
"gastrojejunal ulcer"
"dissociative disorder"
"lipoid nephrosis"
"acute salpingo-oophoritis"
"discitis"
"postinfectious encephalitis"
"obsolete Iridoschisis"
"anorectal stricture"
"depersonalization disorder"
"gastroschisis"
"placenta praevia"
"chorioretinal scar"
"trench fever"
"fundus albipunctatus"
"psychologic dyspareunia"
"Henoch-Schoenlein purpura"
"prostatic cyst"
"hypersecretion glaucoma"
"aqueous misdirection"
"cholecystolithiasis"
"miliaria rubra"
"hypohidrosis"
"anhidrosis"
"respiratory failure"
"band keratopathy"
"enophthalmos"
"pulp degeneration"
"syndactyly"
"acute laryngopharyngitis"
"Angelucci's syndrome"
"allergic conjunctivitis"
"opioid abuse"
"hydrophthalmos"
"conjunctival folliculosis"
"spondyloarthropathy"
"orbital osteomyelitis"
"orbital tenonitis"
"orbital cellulitis"
"microcytic anemia"
"Brill-Zinsser disease"
"social phobia"
"cat-scratch disease"
"ornithosis"
"Plummer's disease"
"solar retinopathy"
"arteriovenous malformation"
"retinal microaneurysm"
"obsolete pneumopericardium"
"pituitary infarct"
"cercarial dermatitis"
"African histoplasmosis"
"histoplasmosis retinitis"
"ainhum"
"rhinoscleroma"
"gingival recession"
"bladder calculus"
"congenital aphakia"
"functional diarrhea"
"megacolon"
"anal spasm"
"gnathomiasis"
"spinal meningioma"
"corneal neovascularization"
"cerebral arteritis"
"pyelonephritis"
"endosalpingiosis"
"pseudotumor cerebri"
"osteoporosis"
"polydactyly"
"constrictive pericarditis"
"cardiac tamponade"
"Budd-Chiari syndrome"
"fissured tongue"
"laryngostenosis"
"corneal abscess"
"corneal deposit"
"Adie syndrome"
"Chandler syndrome"
"chondrocalcinosis"
"retinal vasculitis"
"phlyctenulosis"
"ring staphyloma"
"scleral staphyloma"
"infant gynecomastia"
"fungal meningitis"
"penile cancer"
"accommodative spasm"
"presbyopia"
"palindromic rheumatism"
"familial hyperlipidemia"
"melanoacanthoma"
"gestational diabetes"
"prediabetes syndrome"
"neonatal diabetes"
"distal myopathy"
"Lyme disease"
"odontoclasia"
"acute endophthalmitis"
"bronchial disease"
"absolute glaucoma"
"regular astigmatism"
"phthisical cornea"
"chronic laryngitis"
"pericardial effusion"
"protein-energy malnutrition"
"hepatorenal syndrome"
"multicentric reticulohistiocytosis"
"myopia"
"visual epilepsy"
"clubfoot"
"nephrotic syndrome"
"indeterminate leprosy"
"monocular exotropia"
"tibial neuropathy"
"macular keratitis"
"denture stomatitis"
"mononeuropathy"
"ureter leiomyoma"
"ecthyma"
"ischemic neuropathy"
"synostosis"
"morbid obesity"
"Prader-Willi syndrome"
"ulceroglandular tularemia"
"osteopoikilosis"
"sarcoid meningitis"
"pylorospasm"
"transient arthropathy"
"sodoku disease"
"inflammatory spondylopathy"
"bullous retinoschisis"
"neurotrophic keratoconjunctivitis"
"tympanosclerosis"
"neurogenic bladder"
"Blessig's cysts"
"dyshormonogenic goiter"
"otosclerosis"
"superficial keratitis"
"dengue disease"
"filarial elephantiasis"
"cartilage disease"
"Plica syndrome"
"cascade stomach"
"bile reflux"
"beta thalassemia"
"obsolete hypoaldosteronism"
"testicular lymphoma"
"medulloadrenal hyperfunction"
"chronic salpingo-oophoritis"
"neutropenia"
"coloboma"
"anisometropia"
"testicular leukemia"
"Bloch-Sulzberger syndrome"
"urticaria pigmentosa"
"marasmus"
"varicocele"
"retroperitoneal lymphoma"
"gender incongruence"
"osteogenesis imperfecta"
"prostatocystitis"
"viral labyrinthitis"
"endocrine exophthalmos"
"intermittent proptosis"
"pulsating exophthalmos"
"corneal degeneration"
"dysentery"
"entropion"
"pathological gambling"
"kleptomania"
"pyromania"
"globe disease"
"aplastic anemia"
"secondary hyperparathyroidism"
"ocular hyperemia"
"retinal perforation"
"trichuriasis"
"bagassosis"
"trichostrongyloidiasis"
"phacolytic glaucoma"
"phacogenic glaucoma"
"neonatal thyrotoxicosis"
"posterior uveitis"
"urethral obstruction"
"parametritis"
"acute leukemia"
"perineocele"
"tooth ankylosis"
"nephrocalcinosis"
"locked-in syndrome"
"telangiectasis"
"cerebral atherosclerosis"
"pars planitis"
"intermediate uveitis"
"choroid cancer"
"tolosa-hunt syndrome"
"cicatricial ectropion"
"diabetic polyneuropathy"
"hallucinogen abuse"
"mucopolysaccharidosis II"
"mucopolysaccharidosis VI"
"mucopolysaccharidosis IV"
"enterocele"
"quadriplegia"
"thyroid crisis"
"ancylostomiasis"
"obsolete polyneuritis"
"hypochondriasis"
"keratoconjunctivitis sicca"
"hypodermyiasis"
"endocardial fibroelastosis"
"endomyocardial fibrosis"
"vulva carcinoma"
"lagophthalmos"
"acrocephalosyndactylia"
"Poland syndrome"
"subleukemic leukemia"
"leukostasis"
"agranulocytosis"
"conduct disorder"
"acute dacryocystitis"
"Phlegmonous dacryocystitis"
"vertebrobasilar insufficiency"
"shipyard eye"
"lobomycosis"
"relapsing fever"
"cicatricial lagophthalmos"
"renal osteodystrophy"
"dementia"
"acquired hyperkeratosis"
"Lown-Ganong-Levine syndrome"
"Sneddon syndrome"
"Moyamoya disease"
"intracranial vasospasm"
"bladder leiomyoma"
"hordeolum externum"
"exophthalmic ophthalmoplegia"
"Werdnig-Hoffmann disease"
"crescentic glomerulonephritis"
"prepuce cancer"
"dissociated nystagmus"
"megaesophagus"
"nontoxic goiter"
"lingual goiter"
"substernal goiter"
"tooth resorption"
"Behcet's disease"
"bronchus cancer"
"hereditary coproporphyria"
"cutaneous porphyria"
"intestinal tuberculosis"
"diabetic cataract"
"congenital toxoplasmosis"
"parasitic conjunctivitis"
"obsolete bluetongue"
"chondromalacia patellae"
"Ehlers-Danlos syndrome"
"Stiff-Person syndrome"
"scrub typhus"
"pernicious anemia"
"megaloblastic anemia"
"Diamond-Blackfan anemia"
"color blindness"
"skin sarcoidosis"
"alexia"
"neurogenic bowel"
"central pterygium"
"supraglottis cancer"
"thanatophoric dysplasia"
"Proteus syndrome"
"urethral syndrome"
"jejunal cancer"
"hairy tongue"
"Moebius syndrome"
"trigonitis"
"tuberous sclerosis"
"tetanus neonatorum"
"loiasis"
"osteopetrosis"
"angle-closure glaucoma"
"kwashiorkor"
"alveolar periostitis"
"vaginal carcinosarcoma"
"biliary atresia"
"dentine erosion"
"Fanconi anemia"
"exfoliation syndrome"
"post-vaccinal encephalitis"
"posterior scleritis"
"prostate calculus"
"premature ejaculation"
"mature cataract"
"scurvy"
"panophthalmitis"
"Addison's disease"
"epidermodysplasia verruciformis"
"chancroid"
"hypermobility syndrome"
"equatorial staphyloma"
